Unnamed: 0,comment_id,comment,content_id,content,user_id,sarcasm,metaphor,exaggeration,homophonic,symbolism,emotion,sentiment,other_subtext
34,3269690523,你这个评价很没有水平 歌手本人估计也不会喜欢,3240875635,在我心里你胜过华晨宇10倍🤙,283024204,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,厌恶,-1.0,-
31,3269810366,可他小时候就跟黑人玩 他黑人朋友十五岁患脑瘫 萌德一直在身边陪着,3266693784,他说是朋友拿他手机发的 这个解释太苍白了吧...哪怕说被盗号了我都信呢 大家都不是傻子,1441254662,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,无,0.0,-
23,3269851467,嘻嘻 捉到一个温柔的小姐姐,3137754183,揉揉,1851222153,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1.0,-
17,3269829684,1+3+5=9  6翻了,3221168212,听说一个人连续听5个小时的电音会猝死，我才不信，我已经坚持了4个小时59分钟了，这不还是没事？所以讠,1845880787,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1.0,-
32,3269149343,加油吧，年轻人，两年后记得回来报结果,2057281183,"初三，别人都在好好学习的时候我天天打游戏到两点，堕落到班里倒数，最后报了个一般的高中，没考上
高一的时候自杀被我爸发现送了医院，抑郁症，最后办了休学
现在在另一个学校重上高一，昨天第一次月考成绩出来了，班里第一，全级49
我堕落过一次，这三年我不会再放任自己了
南大，等我",619516691,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,期待,1.0,-
29,3269780865,复制粘贴。。。emmmmm,3235627424,我一直以为聋哑人是不会吵架的，结果有天去火锅店看到一对聋哑情侣生气了，那手语打的，比火影结印还快,478997493,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,厌恶,-1.0,-
17,3269956109,"爱他就不要去改变他的性取向,爱他不应该是希望他过的好好的吗",1524282200,我没有成功掰弯他，即使我爱他，我都会自己一个人忍受。我不会耽误他的人生。看了结局，费解。其实我自己爱的总是直男，更让我费解。所以我决定我在高中绝不再掰弯任何人，因为中国实在太歧视同性了。我很爱他，他却爱她。或我们很爱彼此，但是由于社会。我天生热爱自由，我只愿他幸福。即使我是一个人,2104870967,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,无,1.0,-
30,3269712963,加油我认识一个人也叫艺霖,3248795433,高三为了英语听力买了个mp3这首是里面的自带歌曲，每次听完听力就会听一遍这首歌再睡觉，就这样我一整个高三生活过完了，今年迎来了我的高四😭,1529881315,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,期待,1.0,-
24,3269685824,这就是多米诺骨牌效应吗[多多捂脸],3268632845,下铺：你特么抖什么！什么歌啊？   两分钟后，隔壁寝室：你们寝室抖什么啊！什么歌啊？   一小时后，女生宿舍：你们男生楼怎么发抖啊！什么歌啊？一天后，附近居民：你们教学楼怎么一直抖啊？一礼拜后：因地球的高频率震动，地球自身脱离太阳系，流浪地球计划开始（不是我的,3298578637,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1.0,-
8,2051701437,我也很喜欢！！！！！！,2051667758,我觉得肯定会有人觉得难听 但是没瓜戏 我很喜欢[外星],322896093,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1.0,-
31,3269885577,希望你能在那边过得好吧 我多希望走的人是我 你那么努力 凭什么没有一个好的结果,3269943149,跟你有关的事情太多啦 忘掉你很难呢 那就一直记着吧 心动之类的 应该不会再有啦 你真的是我遇到的最好的男孩子 是我没福气呢 这辈子我努努力 下辈子再见吧,1596964699,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,伤心,-1.0,-
14,1339701362,十年寒窗怎么没把你冻死？？,1105978092,朱元璋找了8个人，建立了大明王朝。马云找了18人，建立了全球最大的电子商务帝国。我今天找了3个人，输了八千多。,380208909,1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1.0,-
26,3269791539,越来越不像自己了，跟他说话到随意妄为到紧张，对话框删了又删怕自己说错。他说不要紧张啊，但他又明白什么？,263590530,“不知道从什么时候开始对你小心翼翼说话了 我记得我以前挺嚣张的 ”,1655713443,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,伤心,-1.0,-
21,3269375847,I love you，I'm back👑,3267692904,怀念科比,307823899,-1;-,-1;-;-,-1;-,-1;-;-,1;-;-,开心,1.0,-
30,3269255687,700把金总粉前来报道,3239505070,这首歌 陪伴了我1700把的李信,3216772172,-1;-,-1;-;-,-1;-,-1;-;-,1;-;-,开心,1.0,-
24,3269885084,先好好爱自己 爱家人 好好爱生活其他的先放一放,3269650177,不管有没有后来，都要好好爱自己。,573739269,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,无,1.0,-
15,3269985141,那你说一下我单曲循环不停切歌怎么办！怎么办！,140731874,"据说有强迫症的人听歌有两种方式 
一是一首单曲不断循环放 
直到听得想吐 
二是随机播放 
但是会不断地切歌",1914979879,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,担心,-1.0,-
31,3268651450,抖音口水歌，我需要知道?杰伦的歌被毁了多少?看来你的音乐口味很乐意被抖音牵着走啊,3247940444,没有抖音你也不会知道那些歌,456205063,1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,气愤,-1.0,-
29,3269942142,你的评论也是刷新了我的认识,3155227200,笑死我了,2093358848,1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,厌恶,-1.0,-
22,3269905706,他的意思是标在标题后面 比如想见你[cover.八三夭」,3212750610,明明标了啊,2016022571,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,无,0.0,-
10,70937277,把你变得优秀的关键在于少发鸡汤,0,一个人的日子里，你要做的只有一件事，把自己变得优秀。[亲亲],92900969,1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,厌恶,-1.0,-
14,1332374434,数着数着就饿了，然后要起来吃东西[惊恐],360248527,中国人Counting sheep 对睡眠是没用的的，外国人有用因为sheep和sleep发音近似，故可起到暗示的作用；中国人要催眠应该数水饺，一个水饺，两个水饺…数到一碗你就睡着了[大笑],387552848,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,担心,-1.0,-
17,3269959965,四年了，今年科比已经过世了,141728024,今天科比退役，湖人主场播放的这首歌，真是十分应景。,1550815008,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,伤心,-1.0,-
33,3269682433,我说我喜欢赤木刚宪哈哈哈哈哈哈哈,3227803635,我喜欢！！！,568171442,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1.0,-
18,3269944932,我TM也是服了，大侠，你武功高深，小弟告辞,147615362,你的脑洞真的连女娲也补不了真的。。。。,1734131529,-1;-,-1;-;-,1;-,1;-;-,-1;-;-,开心,1.0,-
23,3269877593,爱情从来没有错，不要错过那个男孩啊,1169514927,"第一次听这首歌是他推荐给我的，我知道他想告诉我什么。
它写进眼里，他不敢承认。
就像我从不敢承认我爱你，只因为我们同一性别。对不起，我太胆小。
我们的爱情没有乐土，无法容身。",2117852122,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,担心,-1.0,-
26,3269382378,支持宝宝，宝宝的兄弟有了孩子，居然还不想要。,3226655373,宝宝和宝宝的兄弟睡了，导致宝宝怀了宝宝，宝宝不知道宝宝的宝宝是不是他的宝宝，宝宝现在担心的是宝宝的宝宝不是宝宝的宝宝，如果宝宝的宝宝真的不是宝宝的宝宝那就吓死宝宝了，宝宝的宝宝为什么要这样对待宝宝，宝宝很难过，如果宝宝和宝宝的宝宝因为宝宝的宝宝打起来了，你们到底支持宝宝还是宝宝的,1824335627,1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,气愤,-1.0,-
12,1600885139,不好意思，日推第一首。。。哈哈哈,1597103342,能找到这首歌的都不是什么小人物,1698399609,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1.0,-
29,3269757733,你谈了一个多月的女朋友看见挺不合适的,3186081140,你不喜欢我这是这是天底下最难过的事情了,1476886283,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,气愤,-1.0,-
15,3269906720,抱抱 妈妈会幻成春风 夏阳 秋云 冬雪无时无刻都陪在你身边的 ,3218327222,"妈，你那边的天是蓝色吗
我想你了",1372304242,-1;-,1;-;-,-1;-,-1;-;-,-1;-;-,无,1.0,-
7,1075596493,目前犯罪嫌疑人桂某已被警方控制,0,听这歌抢银行，成功叫我桂总，失败叫我桂某,445221492,-1;-,-1;-;-,1;-,-1;-;-,-1;-;-,开心,1.0,-
24,3269817701,我始终不明白，男生是会主动联系前任的么？,3242999259,"以前我是一个消息秒回的人
现在不是了
以前我谈了一个对象
天天陪伴他
后面一个女孩子得出现让我一败涂地
我还是比不上一个前女友",3295726804,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,气愤,-1.0,-
13,1674961839,说的对，没钱怎么整鱼塘，怎么换备胎，烟酒也要钱的,1672364833,男孩子吗，三观要正，不建鱼塘，不留备胎，不搞暧昧不嗜烟酒，好好工作，努力赚钱,111302720,1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,厌恶,-1.0,-
34,3269545266,哈哈哈哈小学QQ空间看过,3217706101,"到现在为止，世界上不得不承认的七个事实，请别吃惊。

1.你的脖子转不了两圈。

2.你数不了你的头发有多少根。

3.当你伸出舌头的时候你不能用鼻子呼吸。

4.你正在做第三条。

5.当你在做第三条的时候，其实你觉得是可行的，但是你看起来会像小狗狗一样。

6.你现在在笑，因为我把你整了。

7.被整到",1565584085,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1 ,-
15,3269890735,神仙爱情啊，祝福你们🙆💙,1483476938,五年了，从朋友到兄弟到暧昧到昨天我们俩确定关系，都是男生又怎样，我喜欢你，就这样而已。,1783146511,-1;-,1;-;-,-1;-,-1;-;-,-1;-;-,开心,1 ,-
17,3269888645,去年网恋你赔本8000 哈哈 血本啊,157847568,一直喜欢街角那个扎马尾的女孩，虽然她甚至对我没有丝毫印象，可我还是毅然决然地开了一家奶茶店，离她家很近，我知道她喜欢骚当的歌，就不断地放骚当的歌，今天她路过的时候恰巧听到了我放的Maps，她买了一杯我家的奶茶，我又放了两首Feelings和one more night，她问我也喜欢魔力红吗？我说嗯。[憨笑],444525067,-1;-,-1;-;-,-1;-,-1;-;-,-1;-;-,开心,1 ,-
15,3269986232,仿佛连重影都看到了[多多捂脸],3174211822,我一直以为聋哑人是不会吵架的，结果有天去火锅店看到一对聋哑情侣生气了，那手语打的，比火影结印还快,1441750038,,,,,,,,
21,3269435504,电音我倒是挺喜欢的，尤其AW的,3263893099,我也是喜欢英文和古风哈哈哈，但对电音没兴趣，,1727313072,,,,,,,,
19,3269979937,加油，一定要带妈妈去你们都想去的地方,3269907188,"明年高考
她和大学
我都要。",2070556306,,,,,,,,
34,3269894869,看不见阳光的海底只能用潜水艇进去，人下去会被压爆的,3177450607,“让我坠入海底吧，别让我这么不上不下的活着了，也别给我光了”,256115185,,,,,,,,
16,3269993868,放平心态，慢慢努力，坚持努力，一定会收获意想不到的惊喜。[大笑],1642696727,"在乡镇中学读初中 我一直名列前茅
如今到了更大的高中去学习 我成了121名
开学一个月了 觉得自己无力赶上那些优秀的同学
常常郁闷到怀疑人生 但是我还在这里写评论
那是因为 我相信自己是个奇迹 高中加油",630219651,,,,,,,,
20,3269933427,上高速小心点，别被拷了[奸笑],3269475538,明天开车听🤚,2023496304,,,,,,,,
16,3269990041,就是歌里面玻璃碎了的时间,1053315215,不懂求解,1582744397,,,,,,,,
20,3269883534,祝福你哦！一定要幸福！,3267350827,第一次有个女孩子对我表白，感觉好幸福,1566007538,,,,,,,,
15,3269931569,不要熬到最晚，变成最秃的孩子（摸摸自己的大脑门）,3215633322,老子不要爱情！！！我要考年级第一！！！,1373696524,,,,,,,,
27,3269024278,就像白素贞喝了雄黄酒那样？,445329307,我扭得像条蛆,1369656704,,,,,,,,
4,6222220,因为这个mm所有专辑的封面都是蹲着的有木有,0,球大神解释下为毛叫做 蹲妹？,615024,,,,,,,,
22,3269861011,健康是指一个人在身体、精神和社会等方面都处于良好的状态。世界卫生组织提出“健康不仅是躯体没有疾病，还要具备心理健康、社会适应良好和有道德”。因此，现代人的健康内容包括：躯体健康、心理健康、心灵健康、社会健康、智力健康、道德健康、环境健康等,3253281849,我先来，看看你们的粘贴板吧,1712868337,,,,,,,,
31,3269683550,你好，四个人怎么5v5,3237790678,早上打王者荣耀，大顺风局，我方妲己突然说她男友想要了，要挂机了，而且麦还没关，我们4个被迫退守防御塔防守了3秒，然后一波5V5团战，终结对面结束游戏。,1401970156,,,,,,,,
26,3269852696,我也确实觉得老薛的歌比之前的歌少了点感觉。。。。真的！虽然还是挺不错的不过就是少了点感觉,1584896297,薛之谦，你按照这首曲再填新的词也可以吧，你怎么能创作出水平这么低的《尘》？,1347259697,,,,,,,,
18,3269991924,你太小了，我可以当你叔叔了,3269982032,有人单身吗，凑合一下,391606430,,,,,,,,
28,3269278696,[多多捂脸]好巧，你同学跟阿斯加德的三公主撞名了,3268800206,我同学的名字[多多捂脸]他是澳大利亚的,361455031,,,,,,,,
15,3269969373,喜欢你，因为我也推荐过一个傻傻分不清的女孩，到现在她都不知道我喜欢她,3242941553,姐妹们，一个男孩子给我推荐这首歌啥意思啊,1387275994,,,,,,,,
13,1336781299,其实有些病真的治不了【活着其实更受罪】，我愿相信对方的儿女只是不想让家人再去承受痛苦了。,1197536906,听说这首歌的创作灵感来自于毛毛当护士时候护理的一位重病老奶奶，家人儿女放弃了治疗（茫茫人间刺骨凉），老奶奶说没关系~老奶奶的老伴冒着雨（总有大风吹不散的认真，总有大雨不能抹去的泪痕）前来探病，最后老奶奶还是走了……（一道彩虹两个人）指的是这对恩爱的老夫老妻,350890888,,,,,,,,
24,3269716733,胡涛，我想你了，你真的，不要我了吗,1512842818,"肖叶，遇见你，用尽了我毕生运气；
在以后的日子里，我的世界，只愿有你；
我会变得更加优秀，有上进心；
家，才是我爱你的港湾！",1896486472,,,,,,,,
25,3269808983,这首歌已经出现四次了，各种日推首页，现在是fm,3258996061,犹记得之前冷门时还是免费下载的,1626469116,,,,,,,,
17,3269832599,那必须有[幽灵][幽灵],3269800191,封面是不是大眼特效了？！    看着有、……,53214600,,,,,,,,
